post_id,source_credibility,has_citation,emotional_tone,all_caps_ratio,exclamation_count,reading_level,user_past_accuracy,label_is_true
1,0.005345714024112061,0,0.244146865368872,0.46267484942175174,1,7.514608056448816,0.35091696083292895,0
2,0.2073072487656577,0,0.6148645910944188,0.5223087999331391,3,7.899355606431028,0.061336346215338663,0
3,0.2942894576294244,0,0.657525946174587,0.7314949902922983,0,7.143173038411448,0.5254531683129277,0
4,0.4555144894491252,0,0.4116322337545901,0.3992276948671236,3,2.8645272379348365,0.04938687210631958,0
5,0.28320562411727007,0,0.7475620131674728,0.747820622906422,1,4.078051542171707,0.2136608564235239,0
6,0.36928784481789134,0,0.7365894965904143,0.3551891045272357,1,5.507575437055889,0.15772878023046347,0
7,0.46862951533182373,0,0.9300383259008939,0.9017930141777388,2,5.884256111223403,0.2577755790363321,1
8,0.16014549534439979,0,0.7363599849323595,0.36325888694014313,0,7.009999459664276,0.5518002950147409,0
9,0.09615672098068735,0,0.7615186367718564,0.2945238452946218,1,5.044770262432206,0.5485250845689988,0
10,0.6713126706507959,1,0.2676750953491769,0.16384640753832502,0,7.26335097064162,0.8424911217036253,1
11,0.21258320114690482,0,0.7029704265687662,0.9367784849932479,7,7.36613127448573,0.375604581707957,1
12,0.20804721511193536,0,0.524015773504407,0.45437898684125805,1,4.598959214462816,0.6998575789271823,0
13,0.09558302846709488,0,0.7741282602822257,0.6021505782824196,0,7.662700470087085,0.38482740159236434,1
14,0.3014542056565741,0,0.8209176956173,0.6832059986199881,1,5.31789063087297,0.07859564563616228,0
15,0.7913460108908449,1,0.3483760999306154,0.01556575473094208,0,8.798490410271752,0.6528192500328659,0
16,0.15149944262674916,0,0.6597142911186217,0.4340448897036479,3,5.580944778857007,0.16631821618177964,0
17,0.1030153407380515,1,0.25881769900330354,0.5598647731661642,1,6.044392028135175,0.033647825387898025,0
18,0.594679697427923,0,0.4257589560073739,0.5678037333178181,2,4.861799377322668,0.8207734210567567,0
19,0.33201232823844185,0,0.909184220443069,0.26613501742482476,0,8.254202598952817,0.40632144227211825,0
20,0.748880756691821,0,0.3873713714886569,0.45209210626674673,2,6.165827159488019,0.4022852609030382,0
21,0.12327342270348543,1,0.4427560183626519,0.1807758964956471,1,6.871212136756247,0.3936324891433665,0
22,0.053870353900599494,1,0.6161660048359776,0.19562129106063533,2,6.612023803693834,0.18418524422249638,0
23,0.16181170751904939,0,0.8497149415833604,0.5352094835830598,1,4.663318958712377,0.3687339103241558,0
24,0.16436376844706022,0,0.8735934239265822,0.4926920585304957,1,5.749686515548629,0.6043290499631183,0
25,0.1564484020501187,0,0.8266610474492643,0.27139579154752175,1,6.659425611628594,0.3123616721734074,1
26,0.40746289174236805,0,0.16228712401467976,0.8902630092387334,0,4.4965440605379605,0.34557549452039216,1
27,0.16241589718925714,0,0.3724617903843287,0.5372912479814987,1,6.888640297521381,0.2809430571060348,0
28,0.16381499480298803,0,0.43981860119769456,0.228291337351648,4,6.323783852932642,0.6631661483178417,1
29,0.11224389209281967,0,0.5325914985202906,0.5475322906111115,3,8.172620737907899,0.4778655784795597,0
30,0.7348182460573589,0,0.6935388501336509,0.5814109387019151,2,3.8384285914500866,0.6128937955807547,0
31,0.2932220538600392,0,0.7607635113337325,0.6638234919375735,1,7.1556805868964135,0.19926005769132635,0
32,0.2814308879043068,0,0.5248405604724758,0.5860145632142865,1,6.813214243348497,0.17533682278080434,0
33,0.24046357288075826,0,0.7303461786680568,0.28324137852680215,1,7.194396295166915,0.21776077361646567,0
34,0.6697241071520406,1,0.9006447519673659,0.6287382601485954,1,5.987523177848334,0.425544893413522,1
35,0.05262933994096589,0,0.37623277445479525,0.2430985231898619,3,4.38907827306545,0.4292047800722924,1
36,0.0602405657412451,0,0.5633812328923585,0.43236617316483406,0,5.986075709746194,0.4696751411146634,1
37,0.794422454131758,0,0.7144726976295426,0.7117257733265656,1,5.990571003425694,0.27960197102731177,0
38,0.41612873012627416,0,0.6280741815891208,0.6910338163570586,1,6.691534254932025,0.08439327113807259,0
39,0.3002532336075847,1,0.8660631841671237,0.5498048415588462,3,6.119234562112605,0.27167285117312906,0
40,0.11146398716442676,0,0.9263754248677659,0.4004877084725434,1,3.7553695215885723,0.16298123810467535,0
41,0.2621515813823859,0,0.7721741464399291,0.6739190244812544,0,5.610102937206109,0.02801179370385169,0
